Time (elapsed) ,ECG (mV),Resp C (mV),Resp A (mV),Resp N (mV), SpO2 (mV)
00:00:32.310,0.010,-0.081,-0.254,0.169,93.000
00:00:32.320,0.000,-0.077,-0.257,0.170,93.000
00:00:32.330,0.000,-0.073,-0.260,0.171,93.000
00:00:32.340,-0.005,-0.068,-0.263,0.173,93.000
00:00:32.350,-0.015,-0.064,-0.266,0.174,93.000
00:00:32.360,-0.015,-0.064,-0.267,0.175,93.000
00:00:32.370,-0.020,-0.065,-0.268,0.176,93.000
00:00:32.380,-0.030,-0.065,-0.269,0.177,93.000
00:00:32.390,-0.040,-0.065,-0.270,0.178,93.000
00:00:32.400,-0.040,-0.066,-0.271,0.179,93.000
00:00:32.410,-0.050,-0.064,-0.274,0.181,93.000
00:00:32.420,-0.050,-0.061,-0.278,0.182,93.000
00:00:32.430,-0.055,-0.059,-0.282,0.183,93.000
00:00:32.440,-0.055,-0.057,-0.285,0.184,93.000
00:00:32.450,-0.065,-0.055,-0.289,0.185,93.000
00:00:32.460,-0.065,-0.056,-0.289,0.187,93.000
00:00:32.470,-0.060,-0.057,-0.288,0.188,93.000
00:00:32.480,-0.060,-0.058,-0.288,0.189,93.000
00:00:32.490,-0.060,-0.059,-0.288,0.191,93.000
00:00:32.500,-0.070,-0.060,-0.288,0.192,93.000
00:00:32.510,-0.075,-0.074,-0.283,0.193,93.000
00:00:32.520,-0.065,-0.087,-0.277,0.194,93.000
00:00:32.530,-0.070,-0.100,-0.272,0.196,93.000
00:00:32.540,-0.065,-0.114,-0.267,0.197,93.000
00:00:32.550,-0.070,-0.127,-0.261,0.198,93.000
00:00:32.560,-0.070,-0.120,-0.267,0.199,93.000
00:00:32.570,-0.080,-0.114,-0.272,0.201,93.000
00:00:32.580,-0.075,-0.107,-0.278,0.202,93.000
00:00:32.590,-0.080,-0.100,-0.283,0.203,93.000
00:00:32.600,-0.070,-0.094,-0.289,0.204,93.000
00:00:32.610,-0.080,-0.087,-0.293,0.206,93.000
00:00:32.620,-0.075,-0.081,-0.298,0.207,93.000
00:00:32.630,-0.085,-0.075,-0.303,0.209,93.000
00:00:32.640,-0.075,-0.069,-0.308,0.210,93.000
00:00:32.650,-0.090,-0.062,-0.314,0.211,93.000
00:00:32.660,-0.075,-0.070,-0.312,0.213,93.000
00:00:32.670,-0.090,-0.078,-0.311,0.214,93.000
00:00:32.680,-0.075,-0.086,-0.310,0.215,93.000
00:00:32.690,-0.090,-0.094,-0.308,0.217,93.000
00:00:32.700,-0.075,-0.102,-0.307,0.218,93.000
00:00:32.710,-0.055,-0.094,-0.310,0.219,93.000
00:00:32.720,0.000,-0.086,-0.313,0.220,93.000
00:00:32.730,0.035,-0.078,-0.317,0.221,93.000
00:00:32.740,0.035,-0.071,-0.320,0.222,93.000
00:00:32.750,0.125,-0.063,-0.323,0.224,93.000
00:00:32.760,0.155,-0.063,-0.324,0.225,93.000
00:00:32.770,0.095,-0.063,-0.325,0.226,93.000
00:00:32.780,0.015,-0.064,-0.326,0.227,93.000
00:00:32.790,-0.030,-0.064,-0.327,0.228,93.000
00:00:32.800,-0.030,-0.064,-0.327,0.229,93.000
00:00:32.810,-0.155,-0.067,-0.328,0.230,93.000
00:00:32.820,-0.170,-0.070,-0.329,0.231,93.000
00:00:32.830,-0.185,-0.073,-0.330,0.232,93.000
00:00:32.840,-0.175,-0.075,-0.331,0.233,93.000
00:00:32.850,-0.195,-0.078,-0.332,0.234,93.000
00:00:32.860,-0.185,-0.077,-0.334,0.235,93.000
00:00:32.870,0.190,-0.076,-0.336,0.236,93.000
00:00:32.880,1.105,-0.074,-0.338,0.237,93.000
00:00:32.890,1.685,-0.073,-0.340,0.238,93.000
00:00:32.900,0.195,-0.072,-0.342,0.239,93.000
00:00:32.910,-0.650,-0.072,-0.342,0.240,93.000
00:00:32.920,-0.620,-0.073,-0.343,0.241,93.000
00:00:32.930,-0.385,-0.074,-0.343,0.242,93.000
00:00:32.940,-0.145,-0.075,-0.343,0.243,93.000
00:00:32.950,-0.155,-0.076,-0.343,0.243,94.000
00:00:32.960,-0.135,-0.070,-0.343,0.244,94.000
00:00:32.970,-0.145,-0.064,-0.344,0.245,94.000
00:00:32.980,-0.125,-0.059,-0.344,0.246,94.000
00:00:32.990,-0.135,-0.053,-0.345,0.247,94.000
00:00:33.000,-0.115,-0.047,-0.345,0.248,94.000
00:00:33.010,-0.110,-0.050,-0.347,0.249,94.000
00:00:33.020,-0.065,-0.052,-0.349,0.250,94.000
00:00:33.030,-0.055,-0.055,-0.351,0.251,94.000
00:00:33.040,-0.030,-0.058,-0.353,0.251,94.000
00:00:33.050,-0.020,-0.061,-0.355,0.252,94.000
00:00:33.060,0.015,-0.061,-0.359,0.253,94.000
00:00:33.070,0.040,-0.062,-0.362,0.254,94.000
00:00:33.080,0.080,-0.063,-0.366,0.254,94.000
00:00:33.090,0.095,-0.064,-0.369,0.255,94.000
00:00:33.100,0.130,-0.065,-0.373,0.256,94.000
00:00:33.110,0.150,-0.062,-0.375,0.256,94.000
00:00:33.120,0.190,-0.058,-0.377,0.257,94.000
00:00:33.130,0.210,-0.055,-0.379,0.258,94.000
00:00:33.140,0.215,-0.051,-0.381,0.258,94.000
00:00:33.150,0.220,-0.048,-0.383,0.259,94.000
00:00:33.160,0.235,-0.046,-0.382,0.260,94.000
00:00:33.170,0.230,-0.044,-0.381,0.260,94.000
00:00:33.180,0.225,-0.043,-0.380,0.261,94.000
00:00:33.190,0.195,-0.041,-0.379,0.262,94.000
00:00:33.200,0.170,-0.039,-0.378,0.263,94.000
00:00:33.210,0.130,-0.039,-0.379,0.263,94.000
00:00:33.220,0.090,-0.038,-0.379,0.264,94.000
00:00:33.230,0.055,-0.038,-0.380,0.264,94.000
00:00:33.240,0.040,-0.038,-0.380,0.265,94.000
00:00:33.250,0.020,-0.038,-0.381,0.265,94.000
00:00:33.260,0.010,-0.044,-0.381,0.266,94.000
00:00:33.270,0.010,-0.049,-0.381,0.266,94.000
00:00:33.280,0.005,-0.055,-0.381,0.267,94.000
00:00:33.290,0.015,-0.061,-0.382,0.267,94.000
00:00:33.300,0.010,-0.067,-0.382,0.268,94.000
00:00:33.310,0.010,-0.064,-0.381,0.269,94.000
00:00:33.320,0.000,-0.061,-0.380,0.269,94.000
00:00:33.330,0.000,-0.058,-0.380,0.270,94.000
00:00:33.340,0.000,-0.055,-0.379,0.270,94.000
00:00:33.350,0.000,-0.052,-0.378,0.271,94.000
00:00:33.360,-0.015,-0.056,-0.379,0.271,94.000
00:00:33.370,-0.020,-0.060,-0.379,0.272,94.000
00:00:33.380,-0.030,-0.064,-0.380,0.272,94.000
00:00:33.390,-0.035,-0.068,-0.380,0.273,94.000
00:00:33.400,-0.045,-0.073,-0.381,0.273,94.000
00:00:33.410,-0.045,-0.081,-0.381,0.273,94.000
00:00:33.420,-0.055,-0.090,-0.381,0.274,94.000
00:00:33.430,-0.040,-0.098,-0.381,0.274,94.000
00:00:33.440,-0.055,-0.107,-0.382,0.275,94.000
00:00:33.450,-0.050,-0.115,-0.382,0.275,94.000
00:00:33.460,-0.055,-0.113,-0.383,0.276,94.000
00:00:33.470,-0.040,-0.110,-0.383,0.276,94.000
00:00:33.480,-0.065,-0.108,-0.383,0.277,94.000
00:00:33.490,-0.060,-0.105,-0.384,0.277,94.000
00:00:33.500,-0.060,-0.103,-0.384,0.278,94.000
00:00:33.510,-0.050,-0.098,-0.384,0.278,94.000
00:00:33.520,-0.070,-0.094,-0.383,0.279,94.000
00:00:33.530,-0.065,-0.089,-0.382,0.279,94.000
00:00:33.540,-0.070,-0.084,-0.381,0.280,94.000
00:00:33.550,-0.055,-0.080,-0.380,0.280,94.000
00:00:33.560,-0.080,-0.075,-0.379,0.281,94.000
00:00:33.570,-0.065,-0.070,-0.378,0.281,94.000
00:00:33.580,-0.085,-0.065,-0.377,0.282,94.000
00:00:33.590,-0.060,-0.060,-0.376,0.282,94.000
00:00:33.600,-0.085,-0.055,-0.375,0.282,94.000
00:00:33.610,-0.075,-0.060,-0.374,0.283,94.000
00:00:33.620,-0.095,-0.065,-0.373,0.283,94.000
00:00:33.630,-0.065,-0.070,-0.372,0.283,94.000
00:00:33.640,-0.045,-0.075,-0.370,0.283,94.000
00:00:33.650,0.005,-0.080,-0.369,0.283,94.000
00:00:33.660,0.050,-0.080,-0.369,0.283,94.000
00:00:33.670,0.065,-0.080,-0.368,0.283,94.000
00:00:33.680,0.165,-0.081,-0.368,0.283,94.000
00:00:33.690,0.170,-0.081,-0.368,0.283,94.000
00:00:33.700,0.095,-0.081,-0.367,0.283,94.000
00:00:33.710,0.025,-0.082,-0.367,0.282,94.000
00:00:33.720,-0.040,-0.082,-0.366,0.280,94.000
00:00:33.730,-0.035,-0.082,-0.366,0.279,94.000
00:00:33.740,-0.170,-0.082,-0.365,0.278,94.000
00:00:33.750,-0.170,-0.083,-0.365,0.277,94.000
00:00:33.760,-0.200,-0.086,-0.363,0.274,94.000
00:00:33.770,-0.170,-0.089,-0.362,0.272,94.000
00:00:33.780,-0.195,-0.092,-0.360,0.270,94.000
00:00:33.790,-0.135,-0.095,-0.358,0.267,94.000
00:00:33.800,0.265,-0.098,-0.357,0.265,94.000
00:00:33.810,1.065,-0.092,-0.356,0.262,94.000
00:00:33.820,1.555,-0.087,-0.355,0.260,94.000
00:00:33.830,0.070,-0.081,-0.354,0.257,94.000
00:00:33.840,-0.695,-0.076,-0.353,0.254,94.000
00:00:33.850,-0.655,-0.070,-0.352,0.252,94.000
00:00:33.860,-0.415,-0.072,-0.349,0.249,94.000
00:00:33.870,-0.170,-0.074,-0.346,0.246,94.000
00:00:33.880,-0.160,-0.076,-0.343,0.243,94.000
00:00:33.890,-0.145,-0.077,-0.340,0.240,94.000
00:00:33.900,-0.145,-0.079,-0.337,0.238,94.000
00:00:33.910,-0.125,-0.083,-0.336,0.235,94.000
00:00:33.920,-0.140,-0.086,-0.334,0.232,94.000
00:00:33.930,-0.100,-0.089,-0.333,0.229,94.000
00:00:33.940,-0.110,-0.092,-0.332,0.226,94.000
00:00:33.950,-0.080,-0.096,-0.330,0.224,94.000
00:00:33.960,-0.065,-0.088,-0.330,0.221,94.000
00:00:33.970,-0.020,-0.082,-0.331,0.218,94.000
00:00:33.980,-0.015,-0.074,-0.331,0.215,94.000
00:00:33.990,0.015,-0.068,-0.331,0.212,94.000
00:00:34.000,0.025,-0.060,-0.331,0.210,94.000
00:00:34.010,0.065,-0.055,-0.329,0.207,94.000
00:00:34.020,0.105,-0.050,-0.327,0.203,94.000
00:00:34.030,0.125,-0.045,-0.325,0.201,94.000
00:00:34.040,0.160,-0.040,-0.323,0.197,94.000
00:00:34.050,0.180,-0.035,-0.321,0.194,94.000
00:00:34.060,0.200,-0.045,-0.314,0.191,94.000
00:00:34.070,0.230,-0.055,-0.308,0.188,94.000
00:00:34.080,0.205,-0.065,-0.301,0.185,94.000
00:00:34.090,0.230,-0.074,-0.295,0.182,94.000
00:00:34.100,0.215,-0.084,-0.289,0.178,94.000
00:00:34.110,0.205,-0.083,-0.285,0.175,94.000
00:00:34.120,0.165,-0.083,-0.281,0.172,94.000
00:00:34.130,0.150,-0.083,-0.278,0.169,94.000
00:00:34.140,0.090,-0.082,-0.274,0.165,94.000
00:00:34.150,0.060,-0.082,-0.270,0.162,94.000
00:00:34.160,0.030,-0.069,-0.271,0.159,94.000
00:00:34.170,0.015,-0.057,-0.272,0.155,94.000
00:00:34.180,0.015,-0.044,-0.272,0.152,94.000
00:00:34.190,0.000,-0.031,-0.273,0.148,94.000
00:00:34.200,0.000,-0.019,-0.273,0.145,94.000
00:00:34.210,0.000,-0.027,-0.264,0.141,94.000
00:00:34.220,-0.010,-0.036,-0.254,0.138,94.000
00:00:34.230,0.005,-0.044,-0.244,0.135,94.000
00:00:34.240,-0.005,-0.053,-0.235,0.131,94.000
00:00:34.250,0.000,-0.061,-0.225,0.128,94.000
00:00:34.260,-0.025,-0.067,-0.218,0.124,94.000
00:00:34.270,-0.025,-0.073,-0.211,0.120,94.000
00:00:34.280,-0.030,-0.080,-0.204,0.117,94.000
00:00:34.290,-0.040,-0.086,-0.196,0.113,94.000
00:00:34.300,-0.040,-0.092,-0.189,0.110,94.000
00:00:34.310,-0.045,-0.088,-0.186,0.106,94.000
00:00:34.320,-0.055,-0.084,-0.183,0.102,94.000
00:00:34.330,-0.055,-0.080,-0.180,0.099,94.000
00:00:34.340,-0.060,-0.076,-0.177,0.095,94.000
00:00:34.350,-0.055,-0.072,-0.174,0.092,94.000
00:00:34.360,-0.065,-0.073,-0.166,0.088,94.000
00:00:34.370,-0.070,-0.075,-0.157,0.084,94.000
00:00:34.380,-0.070,-0.076,-0.148,0.080,94.000
00:00:34.390,-0.080,-0.077,-0.140,0.076,94.000
00:00:34.400,-0.080,-0.079,-0.131,0.073,94.000
00:00:34.410,-0.075,-0.079,-0.128,0.069,94.000
00:00:34.420,-0.080,-0.080,-0.124,0.065,94.000
00:00:34.430,-0.085,-0.080,-0.121,0.061,94.000
00:00:34.440,-0.095,-0.081,-0.117,0.057,94.000
00:00:34.450,-0.080,-0.081,-0.113,0.053,94.000
00:00:34.460,-0.085,-0.079,-0.109,0.049,94.000
00:00:34.470,-0.100,-0.078,-0.104,0.045,94.000
00:00:34.480,-0.085,-0.076,-0.099,0.041,94.000
00:00:34.490,-0.090,-0.074,-0.094,0.037,94.000
00:00:34.500,-0.100,-0.072,-0.089,0.033,94.000
00:00:34.510,-0.100,-0.068,-0.085,0.030,94.000
00:00:34.520,-0.100,-0.065,-0.080,0.026,94.000
00:00:34.530,-0.025,-0.061,-0.075,0.022,94.000
00:00:34.540,0.015,-0.057,-0.070,0.018,94.000
00:00:34.550,0.020,-0.053,-0.066,0.015,94.000
00:00:34.560,0.080,-0.051,-0.063,0.011,94.000
00:00:34.570,0.185,-0.048,-0.060,0.007,94.000
00:00:34.580,0.120,-0.045,-0.057,0.004,94.000
00:00:34.590,0.055,-0.042,-0.054,0.000,94.000
00:00:34.600,-0.015,-0.040,-0.051,-0.004,94.000
00:00:34.610,-0.025,-0.041,-0.050,-0.007,94.000
00:00:34.620,-0.145,-0.042,-0.049,-0.011,94.000
00:00:34.630,-0.170,-0.043,-0.048,-0.015,94.000
00:00:34.640,-0.200,-0.043,-0.047,-0.018,94.000
00:00:34.650,-0.195,-0.044,-0.046,-0.022,94.000
00:00:34.660,-0.190,-0.049,-0.048,-0.026,94.000
00:00:34.670,-0.235,-0.054,-0.051,-0.029,94.000
00:00:34.680,0.060,-0.059,-0.053,-0.033,94.000
00:00:34.690,0.730,-0.064,-0.055,-0.036,94.000
00:00:34.700,1.305,-0.070,-0.058,-0.040,94.000
00:00:34.710,0.725,-0.065,-0.053,-0.043,94.000
00:00:34.720,-0.235,-0.059,-0.048,-0.047,94.000
00:00:34.730,-0.720,-0.055,-0.044,-0.050,94.000
00:00:34.740,-0.615,-0.050,-0.039,-0.054,94.000
00:00:34.750,-0.330,-0.045,-0.034,-0.057,94.000
00:00:34.760,-0.180,-0.043,-0.032,-0.061,94.000
00:00:34.770,-0.155,-0.041,-0.030,-0.065,94.000
00:00:34.780,-0.160,-0.039,-0.028,-0.068,94.000
00:00:34.790,-0.135,-0.037,-0.026,-0.072,94.000
00:00:34.800,-0.140,-0.035,-0.024,-0.076,94.000
00:00:34.810,-0.110,-0.040,-0.027,-0.079,94.000
00:00:34.820,-0.100,-0.045,-0.029,-0.082,94.000
00:00:34.830,-0.080,-0.050,-0.032,-0.086,94.000
00:00:34.840,-0.065,-0.055,-0.034,-0.089,94.000
00:00:34.850,-0.040,-0.060,-0.036,-0.092,94.000
00:00:34.860,-0.010,-0.056,-0.034,-0.095,94.000
00:00:34.870,0.010,-0.053,-0.031,-0.098,94.000
00:00:34.880,0.030,-0.049,-0.029,-0.100,94.000
00:00:34.890,0.050,-0.046,-0.027,-0.103,94.000
00:00:34.900,0.075,-0.042,-0.024,-0.106,94.000
00:00:34.910,0.125,-0.041,-0.022,-0.109,94.000
00:00:34.920,0.150,-0.039,-0.020,-0.111,94.000
00:00:34.930,0.170,-0.037,-0.018,-0.114,94.000
00:00:34.940,0.195,-0.035,-0.015,-0.117,94.000
00:00:34.950,0.215,-0.034,-0.013,-0.119,94.000
00:00:34.960,0.215,-0.035,-0.013,-0.122,94.000
00:00:34.970,0.235,-0.035,-0.012,-0.124,94.000
00:00:34.980,0.220,-0.036,-0.011,-0.127,94.000
00:00:34.990,0.225,-0.037,-0.011,-0.129,94.000
00:00:35.000,0.190,-0.037,-0.010,-0.132,94.000
00:00:35.010,0.145,-0.036,-0.008,-0.134,94.000
00:00:35.020,0.125,-0.034,-0.006,-0.136,94.000
00:00:35.030,0.085,-0.033,-0.004,-0.138,94.000
00:00:35.040,0.065,-0.031,-0.002,-0.140,94.000
00:00:35.050,0.005,-0.030,-0.000,-0.142,94.000
00:00:35.060,-0.005,-0.027,0.002,-0.144,94.000
00:00:35.070,0.000,-0.024,0.004,-0.146,94.000
00:00:35.080,0.010,-0.022,0.007,-0.148,94.000
00:00:35.090,0.005,-0.019,0.009,-0.150,94.000
00:00:35.100,-0.005,-0.016,0.012,-0.152,94.000
00:00:35.110,-0.030,-0.020,0.011,-0.154,94.000
00:00:35.120,-0.025,-0.023,0.010,-0.156,94.000
00:00:35.130,-0.010,-0.026,0.010,-0.157,94.000
00:00:35.140,-0.015,-0.030,0.009,-0.159,94.000
00:00:35.150,-0.015,-0.033,0.008,-0.161,94.000
00:00:35.160,-0.045,-0.039,0.007,-0.162,94.000
00:00:35.170,-0.040,-0.044,0.005,-0.164,94.000
00:00:35.180,-0.030,-0.050,0.004,-0.165,94.000
00:00:35.190,-0.045,-0.055,0.002,-0.167,94.000
00:00:35.200,-0.065,-0.061,0.001,-0.169,94.000
00:00:35.210,-0.075,-0.057,0.004,-0.170,94.000
00:00:35.220,-0.060,-0.054,0.007,-0.171,94.000
00:00:35.230,-0.060,-0.050,0.009,-0.172,94.000
00:00:35.240,-0.080,-0.046,0.012,-0.174,94.000
00:00:35.250,-0.075,-0.043,0.015,-0.175,94.000
00:00:35.260,-0.085,-0.041,0.017,-0.177,94.000
00:00:35.270,-0.065,-0.039,0.019,-0.178,94.000
00:00:35.280,-0.080,-0.038,0.022,-0.179,94.000
00:00:35.290,-0.090,-0.036,0.024,-0.181,94.000
00:00:35.300,-0.085,-0.034,0.026,-0.182,94.000
00:00:35.310,-0.065,-0.039,0.027,-0.183,94.000
00:00:35.320,-0.090,-0.044,0.029,-0.184,94.000
00:00:35.330,-0.085,-0.049,0.030,-0.185,94.000
00:00:35.340,-0.100,-0.053,0.032,-0.186,94.000
00:00:35.350,-0.090,-0.058,0.034,-0.188,94.000
00:00:35.360,-0.090,-0.067,0.039,-0.188,94.000
00:00:35.370,-0.090,-0.076,0.044,-0.189,94.000
00:00:35.380,-0.095,-0.084,0.049,-0.189,94.000
00:00:35.390,-0.030,-0.093,0.054,-0.190,94.000
00:00:35.400,0.040,-0.102,0.059,-0.191,94.000
00:00:35.410,0.035,-0.096,0.062,-0.191,94.000
00:00:35.420,0.085,-0.091,0.065,-0.192,94.000
00:00:35.430,0.200,-0.086,0.068,-0.193,94.000
00:00:35.440,0.145,-0.080,0.071,-0.193,94.000
00:00:35.450,0.050,-0.075,0.074,-0.194,94.000
00:00:35.460,-0.010,-0.065,0.076,-0.195,94.000
00:00:35.470,-0.025,-0.055,0.079,-0.196,94.000
00:00:35.480,-0.130,-0.046,0.082,-0.197,94.000
00:00:35.490,-0.150,-0.036,0.085,-0.197,94.000
00:00:35.500,-0.200,-0.026,0.087,-0.198,94.000
00:00:35.510,-0.190,-0.035,0.091,-0.199,94.000
00:00:35.520,-0.170,-0.044,0.095,-0.200,94.000
00:00:35.530,-0.215,-0.052,0.099,-0.200,94.000
00:00:35.540,0.065,-0.061,0.103,-0.201,94.000
00:00:35.550,0.830,-0.070,0.107,-0.202,94.000
00:00:35.560,1.440,-0.072,0.111,-0.203,94.000
00:00:35.570,0.705,-0.073,0.114,-0.204,94.000
00:00:35.580,-0.320,-0.075,0.117,-0.205,94.000
00:00:35.590,-0.775,-0.077,0.121,-0.206,94.000
00:00:35.600,-0.610,-0.079,0.124,-0.207,94.000
00:00:35.610,-0.325,-0.081,0.128,-0.208,94.000
00:00:35.620,-0.180,-0.082,0.132,-0.209,94.000
00:00:35.630,-0.145,-0.084,0.136,-0.211,94.000
00:00:35.640,-0.155,-0.086,0.140,-0.212,94.000
00:00:35.650,-0.130,-0.088,0.144,-0.213,94.000
00:00:35.660,-0.130,-0.087,0.145,-0.214,94.000
00:00:35.670,-0.120,-0.086,0.146,-0.216,94.000
00:00:35.680,-0.100,-0.084,0.147,-0.217,94.000
00:00:35.690,-0.075,-0.083,0.148,-0.218,94.000
00:00:35.700,-0.075,-0.082,0.149,-0.219,94.000
00:00:35.710,-0.035,-0.073,0.148,-0.221,94.000
00:00:35.720,-0.035,-0.065,0.148,-0.222,94.000
00:00:35.730,0.005,-0.056,0.148,-0.223,94.000
00:00:35.740,0.030,-0.048,0.148,-0.224,94.000
00:00:35.750,0.050,-0.039,0.148,-0.226,94.000
00:00:35.760,0.070,-0.039,0.151,-0.227,94.000
00:00:35.770,0.125,-0.039,0.154,-0.229,94.000
00:00:35.780,0.150,-0.039,0.156,-0.230,94.000
00:00:35.790,0.205,-0.038,0.159,-0.231,94.000
00:00:35.800,0.200,-0.038,0.162,-0.233,94.000
00:00:35.810,0.215,-0.036,0.164,-0.234,94.000
00:00:35.820,0.235,-0.034,0.167,-0.235,94.000
00:00:35.830,0.225,-0.032,0.169,-0.237,94.000
00:00:35.840,0.235,-0.030,0.172,-0.238,94.000
00:00:35.850,0.205,-0.028,0.175,-0.239,94.000
00:00:35.860,0.190,-0.026,0.176,-0.241,94.000
00:00:35.870,0.150,-0.025,0.178,-0.242,94.000
00:00:35.880,0.095,-0.023,0.180,-0.243,94.000
00:00:35.890,0.075,-0.021,0.182,-0.244,94.000
00:00:35.900,0.035,-0.019,0.184,-0.245,94.000
00:00:35.910,0.015,-0.018,0.185,-0.246,94.000
00:00:35.920,0.000,-0.017,0.186,-0.247,94.000
00:00:35.930,-0.015,-0.016,0.187,-0.248,94.000
00:00:35.940,-0.005,-0.015,0.188,-0.249,94.000
00:00:35.950,-0.015,-0.014,0.190,-0.250,95.000
00:00:35.960,-0.020,-0.013,0.190,-0.251,95.000
00:00:35.970,0.000,-0.013,0.190,-0.252,95.000
00:00:35.980,-0.015,-0.012,0.190,-0.253,95.000
00:00:35.990,-0.010,-0.012,0.190,-0.253,95.000
00:00:36.000,-0.020,-0.011,0.190,-0.254,95.000
00:00:36.010,-0.025,-0.013,0.188,-0.255,95.000
00:00:36.020,-0.035,-0.016,0.186,-0.255,95.000
00:00:36.030,-0.020,-0.018,0.183,-0.256,95.000
00:00:36.040,-0.040,-0.020,0.181,-0.256,95.000
00:00:36.050,-0.055,-0.022,0.179,-0.256,95.000
00:00:36.060,-0.055,-0.026,0.175,-0.256,95.000
00:00:36.070,-0.055,-0.029,0.172,-0.255,95.000
00:00:36.080,-0.060,-0.032,0.169,-0.255,95.000
00:00:36.090,-0.070,-0.036,0.166,-0.254,95.000
00:00:36.100,-0.065,-0.039,0.162,-0.254,95.000
00:00:36.110,-0.070,-0.047,0.160,-0.252,95.000
00:00:36.120,-0.065,-0.055,0.158,-0.250,95.000
00:00:36.130,-0.065,-0.063,0.156,-0.248,95.000
00:00:36.140,-0.085,-0.071,0.154,-0.246,95.000
00:00:36.150,-0.065,-0.079,0.151,-0.245,95.000
00:00:36.160,-0.075,-0.080,0.148,-0.242,95.000
00:00:36.170,-0.095,-0.080,0.145,-0.239,95.000
00:00:36.180,-0.095,-0.081,0.142,-0.236,95.000
00:00:36.190,-0.090,-0.081,0.139,-0.234,95.000
00:00:36.200,-0.085,-0.081,0.135,-0.231,95.000
00:00:36.210,-0.100,-0.077,0.132,-0.228,95.000
00:00:36.220,-0.085,-0.072,0.128,-0.225,95.000
00:00:36.230,-0.075,-0.068,0.124,-0.222,95.000
00:00:36.240,-0.025,-0.063,0.120,-0.219,95.000
00:00:36.250,0.020,-0.058,0.116,-0.216,95.000
00:00:36.260,0.030,-0.059,0.114,-0.213,95.000
00:00:36.270,0.085,-0.061,0.111,-0.210,95.000
00:00:36.280,0.195,-0.062,0.108,-0.207,95.000
00:00:36.290,0.145,-0.063,0.105,-0.204,95.000
00:00:36.300,0.045,-0.064,0.102,-0.201,95.000
00:00:36.310,-0.015,-0.066,0.100,-0.198,95.000
00:00:36.320,-0.040,-0.067,0.098,-0.194,95.000
00:00:36.330,-0.135,-0.069,0.096,-0.191,95.000
00:00:36.340,-0.200,-0.071,0.094,-0.188,95.000
00:00:36.350,-0.220,-0.072,0.092,-0.185,95.000
00:00:36.360,-0.200,-0.072,0.087,-0.182,95.000
00:00:36.370,-0.205,-0.072,0.083,-0.179,95.000
00:00:36.380,-0.260,-0.072,0.078,-0.176,95.000
00:00:36.390,0.040,-0.071,0.074,-0.173,95.000
00:00:36.400,0.775,-0.071,0.069,-0.170,95.000
00:00:36.410,1.440,-0.066,0.065,-0.166,95.000
00:00:36.420,0.905,-0.060,0.061,-0.163,95.000
00:00:36.430,-0.280,-0.055,0.057,-0.160,95.000
00:00:36.440,-0.790,-0.050,0.053,-0.157,95.000
00:00:36.450,-0.600,-0.044,0.049,-0.154,95.000
00:00:36.460,-0.315,-0.050,0.045,-0.151,95.000
00:00:36.470,-0.170,-0.055,0.042,-0.148,95.000
00:00:36.480,-0.165,-0.061,0.039,-0.145,95.000
00:00:36.490,-0.160,-0.066,0.036,-0.143,95.000
00:00:36.500,-0.140,-0.072,0.033,-0.140,95.000
00:00:36.510,-0.140,-0.069,0.032,-0.137,95.000
00:00:36.520,-0.135,-0.067,0.031,-0.134,95.000
00:00:36.530,-0.125,-0.064,0.029,-0.131,95.000
00:00:36.540,-0.090,-0.061,0.028,-0.128,95.000
00:00:36.550,-0.075,-0.058,0.026,-0.125,95.000
00:00:36.560,-0.040,-0.050,0.024,-0.122,95.000
00:00:36.570,-0.030,-0.042,0.022,-0.119,95.000
00:00:36.580,0.005,-0.034,0.020,-0.116,95.000
00:00:36.590,0.025,-0.026,0.018,-0.113,95.000
00:00:36.600,0.040,-0.019,0.016,-0.110,95.000
00:00:36.610,0.085,-0.023,0.013,-0.106,95.000
00:00:36.620,0.115,-0.028,0.009,-0.103,95.000
00:00:36.630,0.155,-0.032,0.006,-0.100,95.000
00:00:36.640,0.200,-0.037,0.003,-0.097,95.000
00:00:36.650,0.220,-0.041,-0.001,-0.094,95.000
00:00:36.660,0.230,-0.037,0.000,-0.091,95.000
00:00:36.670,0.240,-0.032,0.002,-0.088,95.000
00:00:36.680,0.250,-0.028,0.003,-0.085,95.000
00:00:36.690,0.260,-0.024,0.004,-0.082,95.000
00:00:36.700,0.245,-0.019,0.005,-0.079,95.000
00:00:36.710,0.200,-0.022,0.002,-0.076,95.000
00:00:36.720,0.160,-0.025,-0.001,-0.074,95.000
00:00:36.730,0.115,-0.028,-0.004,-0.071,95.000
00:00:36.740,0.070,-0.031,-0.007,-0.068,95.000
00:00:36.750,0.040,-0.035,-0.010,-0.065,95.000
00:00:36.760,0.010,-0.040,-0.014,-0.062,95.000
00:00:36.770,0.000,-0.046,-0.018,-0.059,95.000
00:00:36.780,-0.005,-0.051,-0.023,-0.056,95.000
00:00:36.790,-0.010,-0.057,-0.027,-0.053,95.000
00:00:36.800,-0.015,-0.063,-0.032,-0.050,95.000
00:00:36.810,0.000,-0.056,-0.029,-0.047,95.000
00:00:36.820,0.000,-0.049,-0.025,-0.044,95.000
00:00:36.830,-0.005,-0.043,-0.022,-0.041,95.000
